goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_value
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2018,center for ocean-atmospheric prediction studies (coaps),1838.0
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2019,center for ocean-atmospheric prediction studies (coaps),2249.0
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2020,center for ocean-atmospheric prediction studies (coaps),1908.0
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2021,center for ocean-atmospheric prediction studies (coaps),2427.0
14,14.1,14.1.1,834,united republic of tanzania,2017,center for ocean-atmospheric prediction studies (coaps),69072.0
14,14.1,14.1.1,834,united republic of tanzania,2018,center for ocean-atmospheric prediction studies (coaps),77313.0
14,14.1,14.1.1,834,united republic of tanzania,2019,center for ocean-atmospheric prediction studies (coaps),84799.0
14,14.1,14.1.1,834,united republic of tanzania,2020,center for ocean-atmospheric prediction studies (coaps),94065.0
14,14.1,14.1.1,834,united republic of tanzania,2021,center for ocean-atmospheric prediction studies (coaps),88883.0
14,14.1,14.1.1,840,united states of america,2017,center for ocean-atmospheric prediction studies (coaps),34416.0
14,14.1,14.1.1,840,united states of america,2018,center for ocean-atmospheric prediction studies (coaps),35911.0
14,14.1,14.1.1,840,united states of america,2019,center for ocean-atmospheric prediction studies (coaps),37323.0
14,14.1,14.1.1,840,united states of america,2020,center for ocean-atmospheric prediction studies (coaps),38619.0
14,14.1,14.1.1,840,united states of america,2021,center for ocean-atmospheric prediction studies (coaps),39274.0
14,14.1,14.1.1,858,uruguay,2017,center for ocean-atmospheric prediction studies (coaps),71744.0
14,14.1,14.1.1,858,uruguay,2018,center for ocean-atmospheric prediction studies (coaps),69925.0
14,14.1,14.1.1,858,uruguay,2019,center for ocean-atmospheric prediction studies (coaps),67093.0
14,14.1,14.1.1,858,uruguay,2020,center for ocean-atmospheric prediction studies (coaps),55327.0
14,14.1,14.1.1,858,uruguay,2021,center for ocean-atmospheric prediction studies (coaps),49342.0
14,14.1,14.1.1,548,vanuatu,2017,center for ocean-atmospheric prediction studies (coaps),266.0
14,14.1,14.1.1,548,vanuatu,2018,center for ocean-atmospheric prediction studies (coaps),345.0
14,14.1,14.1.1,548,vanuatu,2019,center for ocean-atmospheric prediction studies (coaps),233.0
14,14.1,14.1.1,548,vanuatu,2020,center for ocean-atmospheric prediction studies (coaps),288.0
14,14.1,14.1.1,548,vanuatu,2021,center for ocean-atmospheric prediction studies (coaps),361.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2017,center for ocean-atmospheric prediction studies (coaps),31212.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2018,center for ocean-atmospheric prediction studies (coaps),27909.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2019,center for ocean-atmospheric prediction studies (coaps),30179.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2020,center for ocean-atmospheric prediction studies (coaps),40812.0
14,14.1,14.1.1,862,venezuela (bolivarian republic of),2021,center for ocean-atmospheric prediction studies (coaps),34660.0
14,14.1,14.1.1,704,viet nam,2017,center for ocean-atmospheric prediction studies (coaps),184289.0
14,14.1,14.1.1,704,viet nam,2018,center for ocean-atmospheric prediction studies (coaps),184496.0
14,14.1,14.1.1,704,viet nam,2019,center for ocean-atmospheric prediction studies (coaps),172187.0
14,14.1,14.1.1,704,viet nam,2020,center for ocean-atmospheric prediction studies (coaps),181584.0
14,14.1,14.1.1,704,viet nam,2021,center for ocean-atmospheric prediction studies (coaps),191061.0
14,14.1,14.1.1,11,western africa,2022,center for ocean-atmospheric prediction studies (coaps),25424.0
14,14.1,14.1.1,145,western asia,2017,center for ocean-atmospheric prediction studies (coaps),158804.0
14,14.1,14.1.1,145,western asia,2018,center for ocean-atmospheric prediction studies (coaps),139433.0
14,14.1,14.1.1,145,western asia,2019,center for ocean-atmospheric prediction studies (coaps),181482.0
14,14.1,14.1.1,145,western asia,2020,center for ocean-atmospheric prediction studies (coaps),145345.0
14,14.1,14.1.1,145,western asia,2021,center for ocean-atmospheric prediction studies (coaps),169871.0
14,14.1,14.1.1,145,western asia,2022,center for ocean-atmospheric prediction studies (coaps),160224.0
14,14.1,14.1.1,155,western europe,2017,center for ocean-atmospheric prediction studies (coaps),1682.0
14,14.1,14.1.1,155,western europe,2018,center for ocean-atmospheric prediction studies (coaps),3781.0
14,14.1,14.1.1,155,western europe,2019,center for ocean-atmospheric prediction studies (coaps),3685.0
14,14.1,14.1.1,155,western europe,2020,center for ocean-atmospheric prediction studies (coaps),2948.0
14,14.1,14.1.1,155,western europe,2021,center for ocean-atmospheric prediction studies (coaps),2957.0
14,14.1,14.1.1,155,western europe,2022,center for ocean-atmospheric prediction studies (coaps),4053.0
14,14.1,14.1.1,732,western sahara,2017,center for ocean-atmospheric prediction studies (coaps),1680.0
14,14.1,14.1.1,732,western sahara,2018,center for ocean-atmospheric prediction studies (coaps),1704.0
14,14.1,14.1.1,732,western sahara,2019,center for ocean-atmospheric prediction studies (coaps),1741.0
14,14.1,14.1.1,732,western sahara,2020,center for ocean-atmospheric prediction studies (coaps),1851.0
14,14.1,14.1.1,732,western sahara,2021,center for ocean-atmospheric prediction studies (coaps),1898.0
14,14.1,14.1.1,1,world,2017,center for ocean-atmospheric prediction studies (coaps),4804317.0
14,14.1,14.1.1,1,world,2018,center for ocean-atmospheric prediction studies (coaps),4758948.0
14,14.1,14.1.1,1,world,2019,center for ocean-atmospheric prediction studies (coaps),4712476.0
14,14.1,14.1.1,1,world,2020,center for ocean-atmospheric prediction studies (coaps),4945444.0
14,14.1,14.1.1,1,world,2021,center for ocean-atmospheric prediction studies (coaps),5334065.0
14,14.1,14.1.1,1,world,2022,center for ocean-atmospheric prediction studies (coaps),5320311.0
14,14.1,14.1.1,887,yemen,2017,center for ocean-atmospheric prediction studies (coaps),6555.0
14,14.1,14.1.1,887,yemen,2018,center for ocean-atmospheric prediction studies (coaps),4234.0
14,14.1,14.1.1,887,yemen,2019,center for ocean-atmospheric prediction studies (coaps),4198.0
14,14.1,14.1.1,887,yemen,2020,center for ocean-atmospheric prediction studies (coaps),4905.0
14,14.1,14.1.1,887,yemen,2021,center for ocean-atmospheric prediction studies (coaps),4915.0
